Name,Unique ID,__url,Slug,Image,Description,Twitter,Website,Facebook,Summaries,Collection ID,Locale ID,Item ID,Summaries copy
Bernard T. Ferrari,460,https://www.actionablebooks.com/en-ca/authors/Bernard-T.-Ferrari/,Bernard-T.-Ferrari,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2013/11/ferrari.jpg,"Bernard T. Ferrari is the chairman and founder of Ferrari Consultancy and a twenty-year veteran of McKinsey & Co. as a leader of its North American Corporate Finance and Strategy Practice and the firm’s Health Care Practice. Prior to his career with McKinsey, he was a surgeon and chief operating officer of the Ochsner Clinic in New Orleans.",,http://bernieferrari.com/,,Power Listening,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779bc86d44ea319675694,Power Listening
Benjamin Zander,590,https://www.actionablebooks.com/en-ca/authors/Benjamin-Zander/,Benjamin-Zander,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2013/02/zander.jpg,"Benjamin Zander is the conductor of The Boston Philharmonic Orchestra and a guest conductor around the world. With London’s famed Philharmonia Orchestra, he is recording the complete cycle of Mahler symphonies for Telarc, recordings which have been received with extraordinary critical acclaim and several awards. Their latest recording of Bruckner’s 5th Symphony was nominated for a 2010 Grammy, and has received critical acclaim both for the performance and Zander’s now famous full-length disc explaining the music for the lay listener. They recorded their next release, Mahler’s 2nd Symphony, in January 2012 and it is scheduled for release later this year.",,http://benjaminzander.com,,"The Art of Possibility,The Art of Possibility",65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779bb4993ac69f25df62b,"The Art of Possibility,The Art of Possibility"
Steve Jacobs,598,https://www.actionablebooks.com/en-ca/authors/Steve-Jacobs/,Steve-Jacobs,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2014/08/steve-jacobs.jpg,"Steve Jacobs is Chairman and Senior Partner of The Continuous Learning Group (CLG) consultancy. For decades, he has advised senior executives on achieving new performance, culture change, and lasing competitive advantage. His counsel is sought by Fortune 100 corporate leaders, and he speaks frequently at corporate and conference events. Steve holds an interdisciplinary BA from the University of California and a master’s degree from Harvard University.",http://twitter.com/SteveJacobs_/,http://behaviorbreakthrough.com/,,The Behavior Breakthrough,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a54177fb5ac60886220,The Behavior Breakthrough
Harry Beckwith,511,https://www.actionablebooks.com/en-ca/authors/Harry-Beckwith/,Harry-Beckwith,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2015/02/harry-beckwith.jpg,"Harry Beckwith is a frequent guest lecturer for many national corporations, including ABC, Inc., BellSouth Corporation, Norwest Corporation, and Marsh & McLennan Companies, Inc., among others. He lives in Minneapolis, Minnesota.",http://twitter.com/harrybeckwith/,http://beckwithpartners.com,,Selling the Invisible,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779fc2bebf41da4eb76a4,Selling the Invisible
Barbara Stanny,508,https://www.actionablebooks.com/en-ca/authors/Barbara-Stanny/,Barbara-Stanny,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2016/08/barbara-stanny-180x220.jpeg,"When a devastating financial crisis rocked her world, Barbara Stanny knew she had to get smart about money… and she did. Now, she wants to empower every women to take charge of their money and take charge of their lives! She’s doing just that with her best-selling books, life changing retreats and private financial coaching.",http://twitter.com/barbarastanny/,http://barbarastanny.com/,,Secrets of Six-Figure Women,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779b8e782ae4748a10188,Secrets of Six-Figure Women
Barbara Mistick,543,https://www.actionablebooks.com/en-ca/authors/Barbara-Mistick/,Barbara-Mistick,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2016/09/barbara-mistick-180x220.jpg,"Dr. Barbara Mistick is President of Wilson College in Chambersburg, PA. She recently made history pioneering the nation’s first loan buy-back program for college students. Barbara holds prominent leadership roles in some of higher education’s most influential national organizations and is a recognized change agent. Prior to her roles in academia, Barbara was an accomplished two-time entrepreneur. She has held executive positions in a number of non-profits and public institutions such as The Carnegie Library of Pittsburgh and Mr. Rogers Neighborhood where she helped children discover their curiosity for science. Barbara is a frequent guest on NPR commenting as an expert on issues in higher education.",http://twitter.com/BarbaraMistick/,http://barbaramistick.com,,Stretch,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779b80d646c836189c698,Stretch
Barbara Minto,729,https://www.actionablebooks.com/en-ca/authors/Barbara-Minto/,Barbara-Minto,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2013/06/barbara_minto.jpg,"Barbara Minto holds an MBA from the Harvard Business School. Her Course reflects insights drawn from more than 30 years of conducting courses worldwide at major consulting firms and corporations. The phrase “Take this and make it Minto” is common in many of these organizations and the Minto Pyramid Principle is considered the ‘lingua franca’ for serious-minded professionals, especially those who want to be listened to and earnestly wish to advance their careers.",http://twitter.com/barminto/,http://barbaraminto.com,,The Pyramid Principle,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779b7d7f247ebc4731897,The Pyramid Principle
Barbara Arrowsmith Young,778,https://www.actionablebooks.com/en-ca/authors/Barbara-Arrowsmith-Young/,Barbara-Arrowsmith-Young,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2012/07/bay.jpg,"The genesis of the Arrowsmith Program of cognitive exercises lies in Barbara Arrowsmith Young’s journey of discovery and innovation to overcome her own severe learning disabilities, a description of which appears in the article, Building a Better Brain or in Chapter 2 of the book, “The Brain That Changes Itself” by Dr. Norman Doidge.",,http://barbaraarrowsmithyoung.com,,The Woman Who Changed Her Brain,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779b6689a516315f347a9,The Woman Who Changed Her Brain
Eric Barker,72,https://www.actionablebooks.com/en-ca/authors/Eric-Barker/,Eric-Barker,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2017/05/eric-barker-180x167.jpg,"Eric Barker’s humorous, practical blog, “Barking Up the Wrong Tree”, presents science-based answers and expert insight on how to be awesome at life. Over 290,000 people subscribe to his weekly newsletter and his content is syndicated by Time Magazine, The Week, and Business Insider. He has been featured in the New York Times, the Wall Street Journal, The Atlantic Monthly, and the Financial Times. Eric is also a sought-after speaker and interview subject, and has been invited to speak at MIT, Yale, West Point, the University of Pennsylvania, NPR affiliates, and on morning television.",http://twitter.com/bakadesuyo/,http://bakadesuyo.com/,,Barking Up the Wrong Tree,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779f18e15a167be182d6f,Barking Up the Wrong Tree
Austin Kleon,520,https://www.actionablebooks.com/en-ca/authors/Austin-Kleon/,Austin-Kleon,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2014/04/austin-kleon.jpg,"Austin Kleon is the New York Times bestselling author of three illustrated books: Steal Like An Artist (Workman, 2012) is a manifesto for creativity in the digital age; Show Your Work! (Workman, 2014) is a guide to sharing creativity and getting discovered; and Newspaper Blackout (Harper Perennial, 2010) is a collection of poetry made by redacting words from newspaper articles with a permanent marker.",http://twitter.com/austinkleon/,http://austinkleon.com/,,"Show Your Work,Steal Like An Artist",65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779b662300ba2b2062ad2,"Show Your Work,Steal Like An Artist"
Tim S. Grover,490,https://www.actionablebooks.com/en-ca/authors/Tim-S.-Grover/,Tim-S.-Grover,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2015/06/tim-grover-180x220.jpg,"Tim S. Grover is the preeminent authority on the science and art of achieving physical and mental dominance. Since 1989, he has been the CEO of Attack Athletics, travelling the world training, consulting, and speaking about the principles of athletic excellence, relentless drive, and mental toughness to athletes, coaches, and business leaders. He is the author of Relentless: From Good to Great to Unstoppable. He is based in Chicago.",http://twitter.com/attackathletics/,http://ATTACKAthletics.com,,Relentless,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a5c3aad56f89255b45d,Relentless
Olivia Fox Cabane,610,https://www.actionablebooks.com/en-ca/authors/Olivia-Fox-Cabane/,Olivia-Fox-Cabane,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2012/05/olivia_fox_cabane.jpg,"An expert in the fields of charisma and leadership, Olivia Fox Cabane has lectured at Stanford, Yale, Harvard, MIT and the United Nations. As a frequent keynote speaker and executive coach to the leadership of Fortune 500 companies, she helps people become more persuasive, influential, and inspiring. From a base of thorough behavioral science, Olivia extracts the most practical tools for business; giving her clients techniques she originally developed for Harvard and MIT.",http://twitter.com/oliviafoxcabane/,http://askolivia.com,,The Charisma Myth,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a392d4363e8dcca03dc,The Charisma Myth
Flora Lichtman,61,https://www.actionablebooks.com/en-ca/authors/Flora-Lichtman/,Flora-Lichtman,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2011/10/floralichtman_140x140.jpg,"Flora Lichtman is the multimedia editor for Science Friday on National Public Radio. Before coming to Science Friday, Flora worked at a NATO oceanographic lab in Italy, studying the effects of noise on marine mammals. She graduated from Yale University with a degree in Environmental Studies.",,http://annoyingbook.com,,Annoying: The Science of What Bugs Us,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779f3428fe8e31fb00065,Annoying: The Science of What Bugs Us
Annette Verschuren,85,https://www.actionablebooks.com/en-ca/authors/Annette-Verschuren/,Annette-Verschuren,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2016/11/annette-verschuren-2-180x220.jpg,"Annette was born and raised in Cape Breton, Nova Scotia. Formerly a development officer with the Cape Breton Development Corporation, she worked with the Canada Development Investment Corporation and Imasco Ltd. before co-founding Michaels in Canada. Annette is well known as the past president of Home Depot in Canada and Asia. She is currently the Chair and CEO of NRStor Inc., an industry leaders in the commercializations of energy storage technologies. She lives in Toronto with her husband, Stan Shibinsky.",,http://annetteverschuren.ca/,,Bet on Me,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779b2ab7f0afdc839e946,Bet on Me
Jason Calacanis,60,https://www.actionablebooks.com/en-ca/authors/Jason-Calacanis/,Jason-Calacanis,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2017/09/jason-calacanis-180x167.jpg,"JASON CALACANIS is a technology entrepreneur, angel investor, and the host of the popular weekly podcast This Week in Startups. He’s the founder of a series of conferences that bring entrepreneurs together with potential investors.",http://twitter.com/Jason/,http://angelthebook.com,,Angel,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a0650f06bc6e7b61632,Angel
